energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
0.757,0.106,82.008,0.05,0.617,0.0,4,0.703,1,221747,-3.612,0.696,1
0.783,0.0528,94.989,0.0432,0.106,2.49e-06,4,0.841,6,190560,-4.915,0.514,0
0.268,0.104,102.617,0.0281,0.748,0.0517,3,0.371,1,227093,-10.506,0.165,1
0.593,0.0979,94.364,0.0916,0.163,0.0,4,0.622,7,249093,-8.352,0.607,0
0.631,0.135,134.078,0.0476,0.222,0.0,4,0.572,7,249040,-9.836,0.0713,0
0.672,0.101,91.976,0.188,0.0363,8.78e-06,4,0.886,1,192024,-4.394,0.526,1
0.339,0.0973,129.83,0.0532,0.409,0.00153,4,0.721,0,200747,-11.195,0.2,1
0.618,0.0866,81.993,0.286,0.0303,0.0,4,0.856,7,203201,-4.892,0.391,1
0.947,0.0679,135.448,0.0378,0.0185,0.00109,4,0.583,5,223613,-5.12,0.803,1
0.589,0.0992,98.002,0.289,0.00302,0.000237,4,0.901,1,196600,-6.713,0.399,0
0.744,0.074,124.077,0.0296,0.0405,0.000153,4,0.677,10,152913,-6.806,0.631,0
0.471,0.14,105.029,0.0603,0.151,0.0,3,0.472,10,180304,-5.692,0.219,1
0.64,0.151,84.828,0.0442,0.0393,2.31e-06,4,0.264,8,244685,-6.221,0.19,1
0.586,0.104,107.015,0.0531,0.257,0.0,4,0.675,9,186365,-6.086,0.621,1
0.694,0.0878,90.02,0.0783,0.356,0.00125,4,0.869,1,224997,-3.35,0.511,0
0.5,0.0966,117.896,0.0651,0.799,0.0,4,0.664,9,182347,-6.935,0.801,1
0.433,0.135,160.108,0.185,0.107,0.0,4,0.525,6,194613,-10.598,0.276,1
0.414,0.0724,100.002,0.0946,0.00421,2.73e-05,4,0.777,6,227880,-7.44,0.287,0
0.737,0.163,112.923,0.0335,0.14,0.000162,4,0.323,10,241067,-4.008,0.156,1
0.578,0.359,143.01,0.0485,0.00381,0.0,4,0.8,4,204665,-5.144,0.367,0
0.699,0.131,94.086,0.178,0.111,0.0,4,0.834,5,272533,-3.222,0.809,1
0.53,0.263,136.848,0.0538,0.154,0.0,4,0.484,5,219724,-5.821,0.323,1
0.308,0.158,113.95,0.0321,0.868,0.135,4,0.504,9,137773,-14.958,0.121,1
0.51,0.0829,119.994,0.0369,0.00821,0.00143,4,0.829,5,208133,-9.334,0.45,0
0.495,0.0805,106.033,0.0518,0.199,0.0,4,0.873,6,202062,-5.446,0.546,1
0.909,0.0856,95.295,0.27,0.0281,0.0,4,0.922,10,161507,-2.429,0.309,0
0.623,0.0609,130.037,0.0992,0.184,1.63e-05,4,0.919,7,157018,-6.521,0.775,1
0.551,0.11,143.008,0.132,0.141,0.0,4,0.559,5,201800,-7.231,0.392,1
0.214,0.341,94.775,0.0375,0.908,7.47e-06,3,0.339,4,206640,-11.714,0.363,1
0.82,0.104,144.905,0.0367,0.332,0.0,4,0.621,10,230192,-4.865,0.452,1
0.75,0.174,123.426,0.117,0.109,0.0,4,0.773,8,220587,-4.009,0.783,0
0.724,0.27,83.118,0.0474,0.228,0.0,4,0.569,6,194563,-4.076,0.562,0
0.422,0.0861,123.201,0.0375,0.134,2.05e-05,4,0.434,7,241293,-13.964,0.377,0
0.573,0.0607,81.548,0.0423,0.271,0.0,4,0.62,0,231333,-11.893,0.897,1
0.574,0.38,125.18,0.467,0.0253,3.13e-05,5,0.613,11,209107,-7.961,0.755,1
0.635,0.319,100.034,0.226,0.271,0.0,4,0.64,8,223187,-7.565,0.475,0
0.738,0.0892,169.918,0.307,0.52,0.0,4,0.841,7,172798,-7.455,0.484,0
0.988,0.368,186.113,0.0639,2.64e-05,7.86e-05,4,0.38,1,176346,-2.042,0.769,1
0.573,0.482,99.939,0.106,0.46,0.0734,4,0.695,4,179172,-8.597,0.408,0
0.585,0.248,109.978,0.094,0.237,0.0,4,0.83,0,173711,-6.476,0.485,1
0.751,0.168,91.031,0.0708,0.173,0.0,4,0.706,9,182307,-6.323,0.195,1
0.737,0.0955,91.986,0.0436,0.0739,0.00162,4,0.708,1,197920,-4.045,0.607,1
0.084,0.0983,79.449,0.0317,0.953,0.0,4,0.391,0,222370,-17.843,0.111,1
0.427,0.307,93.004,0.106,0.0531,0.0,4,0.831,2,235320,-6.903,0.216,1
0.62,0.0398,117.038,0.0412,0.0295,0.000809,4,0.741,10,251424,-5.505,0.934,1
0.756,0.193,116.034,0.032,0.00289,0.0,4,0.66,0,170888,-3.743,0.838,0
0.582,0.0881,116.712,0.0356,0.0502,0.0,4,0.7,11,218424,-5.96,0.785,0
0.706,0.067,80.969,0.0292,0.072,0.0,4,0.722,9,171292,-4.857,0.599,1
0.507,0.117,104.978,0.0358,0.2,0.0608,4,0.747,2,210373,-10.171,0.438,1
